"Day","Platform","Campaign Name","Creative","AssetType","Spend","Likes","Landing PageViews","VideoViews","VideoCompletions","Impressions","LinkClicks","Shares"
"2021-10-03","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Back in Flow","Video","105.13","4227","0","11551","278","27620","123","1"
"2021-10-03","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Designed for anything","Video","0.8","1","0","27","2","303","0","0"
"2021-10-03","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Designed to keep you creative","Video","4.69","78","0","353","5","2266","10","0"
"2021-10-03","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Double Tap","Video","0.28","0","0","19","1","140","0","0"
"2021-10-03","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Fit vs. Fit","Video","1.29","4","0","148","5","655","4","0"
"2021-10-03","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Good things take time","Video","0.53","6","0","62","0","277","1","0"
"2021-10-03","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Killer soundtrack","Video","230.38","9245","0","30666","1403","65198","310","5"
"2021-10-03","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Masterpiece","Video","0.68","0","0","119","0","343","1","0"
"2021-10-03","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Outdoors","Video","1.81","7","0","245","4","567","2","0"
"2021-10-03","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Pause the nuances","Video","0.38","1","0","25","0","226","0","0"
"2021-10-03","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Right Tool","Video","0.48","6","0","52","0","249","0","0"
"2021-10-03","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","The Comeback","Video","8.68","47","0","274","26","3819","12","0"
"2021-10-03","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Unique to you","Video","0.72","13","0","43","1","392","0","0"
"2021-10-03","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","DS Gametime.","Video","0.0","0","0","0","0","0","0","0"
"2021-10-03","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","JF Level Up","Video","0.0","0","0","0","0","0","0","0"
"2021-10-03","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","JF Outside. Inside.","Video","0.0","0","0","0","0","0","0","0"
"2021-10-03","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","TL Level Up","Video","0.0","1","0","0","0","0","0","0"
"2021-10-03","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","TL Locked In","Video","0.0","0","0","0","0","0","0","0"
"2021-10-03","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","ZW Focused","Video","0.0","0","0","0","0","0","0","0"
"2021-10-03","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Rule The Quiet","Bliss Begins","Video","2944.03","3561","0","76025","4392","778945","1785","3"
"2021-10-03","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Rule The Quiet","Getting back to it","Video","0.0","0","0","0","0","0","0","0"
"2021-10-03","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Rule The Quiet","Laptop Mag Quote","Video","4555.97","10281","0","209205","6529","1226308","4335","3"
"2021-10-03","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:CNV_Obj:Conversions_Geo:National_Init:Back At It","Tap for silence","Video","0.0","0","0","0","0","0","0","0"
"2021-10-03","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Back At It","Ad 19","Video","190.11","91","0","4927","238","44162","527","0"
"2021-10-03","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Back At It","HiFi","Video","13.77","3","0","313","24","3507","39","0"
"2021-10-03","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Back At It","Killer soundtrack","Video","3329.22","12909","0","361467","31865","694025","9913","13"
"2021-10-03","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Back At It","Mobile study room.","Video","13.05","25","0","1194","135","3176","48","0"
"2021-10-03","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Back At It","New Heights","Video","4.23","8","0","124","13","703","13","0"
"2021-10-03","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:Back At It","Stay Connected","Video","199.48","1102","0","11809","1047","45156","636","1"
"2021-10-03","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Go anywhere, do anything","Video","0.01","0","0","9","0","17","0","0"
"2021-10-03","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Mobile study room.","Video","529.83","842","0","109588","10958","169960","784","0"
"2021-10-03","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Rewind","Video","244.98","23","0","50600","498","73293","174","1"
"2021-10-03","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Stay focused","Video","0.16","0","0","163","2","268","4","0"
"2021-10-03","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Studio Sound","Video","424.12","268","0","86904","5110","139163","495","1"
"2021-10-03","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Study Tips","Video","0.01","0","0","2","0","4","0","0"
"2021-10-03","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Tufting","Video","26.63","37","0","6052","650","9419","32","0"
"2021-10-03","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Turn down the office","Video","256.54","401","0","52777","2918","79992","253","2"
"2021-10-03","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Zone of calm","Video","8.11","5","0","1715","153","2813","6","0"
"2021-10-03","TikTok","Plat:TikTok_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Zone of silence","Video","9.33","9","0","1917","193","3067","11","0"
"2021-10-03","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:League of Legends","BDD 30","Video","2964.03","11","0","3029","3029","427568","423","0"
"2021-10-03","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:League of Legends","Odoamne 30","Video","1503.32","3","0","1978","1978","216894","226","0"
"2021-10-03","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:League of Legends","Odoamne 45","Video","1494.36","6","0","1172","1172","215582","184","0"
"2021-10-03","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","DS","Video","3195.93","20","0","4863","4863","473112","391","0"
"2021-10-03","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","JFI","Video","3555.78","18","0","5200","5200","525146","448","0"
"2021-10-03","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","ROO","Video","2722.1","13","0","1854","1854","402503","266","0"
"2021-10-03","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","TF","Video","2424.19","11","0","3706","3706","359345","349","3"
"2021-10-03","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","ZW","Video","2641.36","20","0","3937","3937","390687","328","1"
"2021-10-03","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:New Product(New Colors)","7S","Static","318.97","0","0","0","0","65065","36","0"
"2021-10-03","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:New Product(New Colors)","8L","Video","466.23","6","0","13392","13392","94842","92","2"
"2021-10-03","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:New Product(QC45)","4I","Static","387.28","2","0","0","0","77607","43","0"
"2021-10-03","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:New Product(QC45)","Asset 3-Fashion Statement","Static","396.17","2","0","0","0","79343","50","0"
"2021-10-03","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Rule The Quiet","Laptop","Static","4284.32","24","0","0","0","744649","605","0"
"2021-10-03","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Views_Geo:National_Init:NFL(Pre-Roll)","None","Video","7908.36","130","0","71454","71454","540329","150","7"
"2021-10-03","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:New Product(New Color)","16U","Static","400.0","40","0","0","0","57733","273","4"
"2021-10-03","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:New Product(QC45)","11L","Static","2.03","0","0","0","0","572","4","0"
"2021-10-03","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:CON_Obj:Traffic_Geo:National_Init:New Product(QC45)","12P","Static","389.71","31","0","0","0","55125","286","0"
"2021-10-03","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","AN","Static","0.46","3","0","0","0","5","0","2"
"2021-10-03","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","AZ","Static","0.9","5","0","0","0","14","0","1"
"2021-10-03","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Activated","Static","0.39","3","0","0","0","15","0","0"
"2021-10-03","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","BC","Video","0.0","0","0","0","0","1","0","0"
"2021-10-03","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","BC2","Video","0.0","0","0","1","1","1","0","0"
"2021-10-03","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","BTH","Video","0.0","0","0","2","2","3","0","0"
"2021-10-03","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","CA:SOC","Static","0.42","2","0","0","0","9","0","0"
"2021-10-03","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Circuit Board","Static","0.99","6","0","0","0","35","0","0"
"2021-10-03","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Coffee Shop","Video","0.18","1","0","0","0","5","0","0"
"2021-10-03","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","FFH","Static","4489.44","206","0","0","0","448904","23733","5"
"2021-10-03","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","HDS","Video","0.44","2","0","1","1","6","0","2"
"2021-10-03","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","HW2","Video","0.27","2","0","3","3","15","0","0"
"2021-10-03","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","High Fidelity","Static","0.51","2","0","0","0","29","0","0"
"2021-10-03","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Immerse Yourself","Video","0.63","2","0","1","1","39","0","1"
"2021-10-03","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","KTY","Video","0.89","5","0","20","20","110","0","0"
"2021-10-03","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","MIL","Video","0.0","0","0","0","0","3","0","0"
"2021-10-03","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","MIL:SVID","Video","0.0","0","0","0","0","18","0","0"
"2021-10-03","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","New Focus, New Me","Static","0.11","1","0","0","0","6","0","0"
"2021-10-03","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","RV","Static","0.13","0","0","0","0","2","0","1"
"2021-10-03","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","Rediscover","Video","1.71","11","0","4","4","44","1","1"
"2021-10-03","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","SPF","Video","0.57","3","0","0","0","5","0","0"
"2021-10-03","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","You time","Static","0.49","2","0","0","0","10","0","1"
"2021-10-03","Twitter","Plat:Twitter_Type:Paid Social_Product:QCEB_Funnel:ENG_Obj:Engagements_Geo:National_Init:Back At It","None","Video","1.48","9","0","0","0","108","0","1"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:EE_Funnel:CNV_Obj:Conversions_Geo:National","Bad News","Video","1940.49","72","400","14941","7319","162380","661","25"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:EE_Funnel:CNV_Obj:Conversions_Geo:National","Best Gift","Video","220.52","1","11","880","129","11085","20","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:EE_Funnel:CNV_Obj:Conversions_Geo:National","Construction","Video","318.52","9","40","1838","408","24635","74","4"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:EE_Funnel:CNV_Obj:Conversions_Geo:National","Convincing A","Static","399.24","27","95","1207","260","56691","133","5"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:EE_Funnel:CNV_Obj:Conversions_Geo:National","Dreams","Video","951.77","11","246","11674","1471","67810","378","4"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:EE_Funnel:CNV_Obj:Conversions_Geo:National","Firefighter","Static","374.7","28","97","0","0","38586","164","9"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:EE_Funnel:CNV_Obj:Conversions_Geo:National","In 90 Days","Video","222.27","7","21","1429","260","16793","39","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:EE_Funnel:CNV_Obj:Conversions_Geo:National","Lullaby","Video","255.27","4","24","1161","150","21469","59","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:EE_Funnel:CNV_Obj:Conversions_Geo:National","No Strings","Video","881.63","6","46","6669","675","54559","144","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:EE_Funnel:CNV_Obj:Conversions_Geo:National","Slangry","Video","1064.74","14","58","7240","2691","62171","150","4"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:EE_Funnel:CNV_Obj:Conversions_Geo:National","Therapist","Static","148.65","0","7","0","0","8958","16","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:EE_Funnel:CON_Obj:Traffic_Geo:National_MikMak","Retailer A","Video","1867.3","67","936","15199","4399","140761","5871","16"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:EE_Funnel:ENG_Obj:Engagements_Geo:National - VVM","Let them know","Video","77.21","0","11","6396","1424","14543","69","2"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:EE_Funnel:ENG_Obj:Engagements_Geo:National - VVM","Make the most of it","Video","77.88","26","8","5731","1393","13816","44","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:EE_Funnel:ENG_Obj:Engagements_Geo:National - VVM","Pillows","Video","80.73","18","9","7106","1645","17750","61","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:EE_Funnel:ENG_Obj:Engagements_Geo:National - VVM","Wellness","Video","68.15","9","7","3834","957","12279","49","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QC45_Funnel:AWR_Obj:Reach_Geo:National_Init:New Product","Asset 1B - Back B","Video","264.46","0","23","2805","822","172312","74","1"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QC45_Funnel:AWR_Obj:Reach_Geo:National_Init:New Product","Asset 2B - Too Bad B","Video","72.17","0","12","953","259","47126","25","1"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QC45_Funnel:CNV_Obj:Conversions_Geo:National_Init:New Product","Lifestyle DJ","Static","899.18","26","81","0","0","42158","121","2"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QC45_Funnel:CNV_Obj:Conversions_Geo:National_Init:New Product","Lifestyle DJ B","Video","145.4","0","10","640","148","17471","20","1"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QC45_Funnel:CON_Obj:Traffic_Geo:National_Init:New Product","Asset 10A - Float A","Video","390.69","28","168","3476","1717","47568","981","2"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QC45_Funnel:CON_Obj:Traffic_Geo:National_Init:New Product","Asset 10B - Float B","Video","24.09","0","32","483","119","6253","67","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QC45_Funnel:CON_Obj:Traffic_Geo:National_Init:New Product","Asset 9B - Lifestyle DJ B","Video","0.0","0","0","0","0","2","0","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","3 Bud Sizes","Static","123.53","5","14","0","0","70646","43","1"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Back to focus.","Static","8.74","0","2","0","0","5543","6","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Cancel the noise","Video","20.96","4","0","783","88","12174","3","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Different Ears","Video","196.24","14","16","5331","896","110891","37","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Fashion Designer","Static","12.76","0","3","113","38","7188","4","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Fit for any ear","Video","44.9","2","2","839","179","25861","9","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Focus","Video","6.8","0","2","93","44","3885","2","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Focus on your craft","Video","64.16","2","4","2211","740","36658","15","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Groove","Video","22.54","7","0","731","72","13019","5","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Landscapers A","Video","29.82","4","0","1048","30","17176","5","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Landscapers B","Video","3.84","0","2","38","13","2255","5","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Laptop Mag","Video","25.17","5","2","470","160","14667","4","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Rule the Streets","Video","95.34","0","0","854","207","54346","26","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Sky's the limit","Static","85.02","0","9","0","0","47924","24","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Superpower","Video","19.49","2","0","540","93","11224","2","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Take on anything","Static","33.09","2","9","1109","125","18812","13","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Uninterrupted","Video","77.31","26","5","4774","309","43390","24","1"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Back At It","Up to you","Video","118.52","2","4","2446","309","67658","27","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","DS Gets Ready","Video","5.98","0","0","68","20","2697","2","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","DS Tune Out Noise","Video","451.01","93","22","14418","388","195226","95","2"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","JF Achieve Greatness","Video","507.79","4","35","8243","3680","225654","115","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","JF Branded","Video","59.16","42","3","1375","32","26343","4","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","JF Quiet Focus","Video","653.45","43","44","12809","1112","286696","130","1"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","Lamar Branded Content","Video","161.12","263","11","5453","548","71650","23","3"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","TL Achieve Greatness","Video","646.02","16","44","20396","5721","275940","234","2"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","TL Block Out","Video","82.75","7","8","2314","107","36861","30","1"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","TL Branded","Video","7.51","5","0","218","4","3398","2","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","ZW Branded","Video","30.72","21","1","598","20","13778","2","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","ZW Calm. Collected.","Video","11.88","0","0","129","16","5145","2","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:NFL","ZW Calm. Collected.60","Video","53.72","2","1","2104","21","25371","16","1"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:New Product","Asset 5B - Fierce B","Video","37.25","0","5","323","180","22417","8","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:New Product","Asset 6A - X 4","Video","379.39","33","28","14236","5242","233967","89","1"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:New Product","Asset 6B - X 4 B","Video","333.38","0","31","3619","2095","202993","85","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:New Product","Fit for any ear","Video","82.75","0","9","949","300","50779","13","2"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Rule The Quiet","Find your calm","Video","512.72","28","16","16711","1506","274717","84","1"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Rule The Quiet","Live your art","Video","243.78","0","2","2702","623","130601","57","0"
"2021-10-04","Facebook","Plat:Facebook_Type:Paid Social_Product:QCEB_Funnel:AWR_Obj:Reach_Geo:National_Init:Rule The Quiet","PC MAG","Video","247.75","23","7","9113","737","131848","48","0"
